sample_year,sample_month_number,sample_month,state_code,sampling_county,varroa_per_100_bees,million_spores_per_bee,abpv,abpv_percentile,amsv1,amsv1_percentile,cbpv,cbpv_percentile,dwv,dwv_percentile,dwv-b,dwv-b_percentile,iapv,iapv_percentile,kbv,kbv_percentile,lsv2,lsv2_percentile,sbpv,sbpv_percentile,mkv,mkv_percentile,pesticides
2024,1,January,AL,Barbour,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Blount,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Calhoun,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Escambia,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Fayette,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Franklin,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Jackson,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Jefferson,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Lee,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Macon,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Madison,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Marion,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Marshall,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Monroe,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Montgomery,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Morgan,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Pickens,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Pike,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Randolph,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Russell,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Walker,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AL,Washington,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Ashley,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Boone,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Calhoun,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Carroll,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Clay,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Franklin,10.14,0,,70,,70,,55,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Fulton,10.14,0,,70,,70,,55.2,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Greene,10.14,0,,70,,70,,55.5,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Howard,10.14,0,,70,,70,,55.7,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Jackson,10.14,0,,70,,70,,55.9,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Jefferson,10.14,0,,70,,70,,56.1,,70,,40,,60,,30,,60,,,,50,
2024,1,January,AR,Lincoln,10.14,0,,70,,70,,56.4,,70,,40,,60,,30,,61,,,,50,
